physical_distance_cm,frame_count,burst_period,estimated_distance_cm,rtt_ns,elapsed_ms
# Starting automated sampling: 13 configs x 1000 samples = 13000 total
# Config 1/13: frame_count=16, burst_period=2
450,16,2,1245,83,321
450,16,2,1170,78,298
450,16,2,1125,75,302
450,16,2,1140,76,307
450,16,2,1185,79,313
450,16,2,1185,79,306
450,16,2,1080,72,317
450,16,2,1155,77,303
450,16,2,1170,78,298
450,16,2,1170,78,307
450,16,2,1110,74,310
450,16,2,1140,76,307
450,16,2,1155,77,308
450,16,2,1125,75,304
450,16,2,1170,78,307
450,16,2,1155,77,307
450,16,2,1140,76,321
450,16,2,1200,80,323
450,16,2,1170,78,284
450,16,2,1095,73,315
450,16,2,1080,72,804
450,16,2,990,66,308
450,16,2,975,65,311
450,16,2,1005,67,304
450,16,2,990,66,307
450,16,2,1140,76,307
450,16,2,1095,73,309
450,16,2,1155,77,304
450,16,2,1140,76,311
450,16,2,1140,76,306
450,16,2,1155,77,319
450,16,2,1080,72,332
450,16,2,1110,74,269
450,16,2,1140,76,306
450,16,2,1110,74,311
450,16,2,1110,74,309
450,16,2,1230,82,304
450,16,2,1170,78,306
450,16,2,1170,78,309
450,16,2,1140,76,320
450,16,2,1140,76,306
450,16,2,1140,76,296
450,16,2,1230,82,306
450,16,2,1170,78,308
450,16,2,1170,78,308
450,16,2,1185,79,304
450,16,2,1080,72,308
450,16,2,1050,70,313
450,16,2,975,65,304
450,16,2,960,64,308
450,16,2,900,60,304
450,16,2,960,64,319
450,16,2,960,64,296
450,16,2,1005,67,307
450,16,2,990,66,307
450,16,2,960,64,307
450,16,2,930,62,321
450,16,2,945,63,293
450,16,2,900,60,321
450,16,2,870,58,294
450,16,2,885,59,306
450,16,2,885,59,309
450,16,2,900,60,307
450,16,2,885,59,307
450,16,2,885,59,307
450,16,2,900,60,307
450,16,2,930,62,309
450,16,2,930,62,308
450,16,2,975,65,305
450,16,2,960,64,307
450,16,2,1005,67,311
450,16,2,975,65,308
450,16,2,990,66,302
450,16,2,915,61,308
450,16,2,900,60,318
450,16,2,990,66,297
450,16,2,945,63,308
450,16,2,1020,68,305
450,16,2,990,66,313
450,16,2,990,66,308
450,16,2,945,63,303
450,16,2,930,62,314
450,16,2,945,63,307
450,16,2,900,60,298
450,16,2,900,60,320
450,16,2,990,66,307
450,16,2,915,61,296
450,16,2,945,63,307
450,16,2,810,54,306
450,16,2,765,51,310
450,16,2,810,54,306
450,16,2,765,51,308
450,16,2,1305,87,305
450,16,2,2055,137,322
450,16,2,2055,137,309
450,16,2,1215,81,803
450,16,2,1380,92,307
450,16,2,1365,91,321
450,16,2,1395,93,299
450,16,2,1380,92,317
450,16,2,1695,113,806
450,16,2,1665,111,306
450,16,2,1500,100,306
450,16,2,1515,101,310
450,16,2,960,64,305
450,16,2,750,50,319
450,16,2,750,50,309
450,16,2,720,48,307
450,16,2,660,44,297
450,16,2,765,51,338
450,16,2,930,62,273
450,16,2,900,60,307
450,16,2,855,57,307
450,16,2,885,59,308
450,16,2,825,55,308
450,16,2,855,57,306
450,16,2,870,58,311
450,16,2,855,57,308
450,16,2,840,56,304
450,16,2,840,56,320
450,16,2,915,61,806
450,16,2,915,61,311
450,16,2,900,60,307
450,16,2,900,60,308
450,16,2,735,49,302
450,16,2,825,55,321
450,16,2,945,63,297
450,16,2,930,62,312
450,16,2,900,60,302
450,16,2,945,63,306
450,16,2,990,66,305
450,16,2,960,64,307
450,16,2,960,64,312
450,16,2,900,60,306
450,16,2,825,55,303
450,16,2,840,56,313
450,16,2,825,55,306
450,16,2,795,53,323
450,16,2,825,55,826
450,16,2,825,55,295
450,16,2,840,56,806
450,16,2,840,56,316
450,16,2,855,57,302
450,16,2,855,57,309
450,16,2,870,58,301
450,16,2,870,58,310
450,16,2,885,59,305
450,16,2,885,59,309
450,16,2,885,59,319
450,16,2,900,60,304
450,16,2,900,60,296
450,16,2,900,60,321
450,16,2,900,60,806
450,16,2,900,60,306
450,16,2,900,60,322
450,16,2,885,59,303
450,16,2,900,60,324
450,16,2,885,59,282
450,16,2,900,60,308
450,16,2,900,60,318
450,16,2,915,61,299
450,16,2,900,60,307
450,16,2,900,60,306
450,16,2,900,60,321
450,16,2,900,60,814
450,16,2,915,61,296
450,16,2,915,61,319
450,16,2,900,60,309
450,16,2,900,60,294
450,16,2,900,60,311
450,16,2,900,60,303
450,16,2,885,59,321
450,16,2,900,60,292
450,16,2,885,59,308
450,16,2,885,59,307
450,16,2,885,59,310
450,16,2,915,61,306
450,16,2,900,60,305
450,16,2,900,60,308
450,16,2,915,61,321
450,16,2,915,61,832
450,16,2,915,61,795
450,16,2,930,62,318
450,16,2,900,60,807
450,16,2,900,60,306
450,16,2,900,60,307
450,16,2,915,61,321
450,16,2,915,61,302
450,16,2,915,61,301
450,16,2,930,62,307
450,16,2,915,61,307
450,16,2,915,61,305
450,16,2,900,60,307
450,16,2,885,59,321
450,16,2,870,58,294
450,16,2,900,60,307
450,16,2,900,60,310
450,16,2,945,63,319
450,16,2,945,63,305
450,16,2,915,61,309
450,16,2,960,64,299
450,16,2,885,59,303
450,16,2,915,61,305
450,16,2,885,59,309
450,16,2,825,55,319
450,16,2,720,48,296
450,16,2,780,52,306
450,16,2,825,55,310
450,16,2,855,57,304
450,16,2,840,56,307
450,16,2,855,57,321
450,16,2,900,60,294
450,16,2,885,59,309
450,16,2,945,63,318
450,16,2,930,62,806
450,16,2,930,62,313
450,16,2,870,58,305
450,16,2,840,56,309
450,16,2,855,57,315
450,16,2,930,62,293
450,16,2,855,57,309
450,16,2,840,56,321
450,16,2,975,65,910
450,16,2,975,65,307
450,16,2,990,66,304
450,16,2,945,63,308
450,16,2,885,59,321
450,16,2,795,53,292
450,16,2,990,66,322
450,16,2,975,65,297
450,16,2,930,62,307
450,16,2,945,63,306
450,16,2,930,62,308
450,16,2,900,60,307
450,16,2,915,61,305
450,16,2,900,60,319
450,16,2,975,65,294
450,16,2,1020,68,322
450,16,2,1005,67,294
450,16,2,1005,67,308
450,16,2,1020,68,310
450,16,2,1035,69,331
450,16,2,1050,70,279
450,16,2,1050,70,310
450,16,2,1050,70,304
450,16,2,1005,67,310
450,16,2,1020,68,308
450,16,2,1035,69,318
450,16,2,1050,70,311
450,16,2,990,66,822
450,16,2,975,65,800
450,16,2,975,65,311
450,16,2,960,64,307
450,16,2,945,63,307
450,16,2,930,62,316
450,16,2,915,61,305
450,16,2,960,64,296
450,16,2,945,63,311
450,16,2,930,62,303
