physical_distance_cm,frame_count,burst_period,estimated_distance_cm,rtt_ns,rssi_dbm,elapsed_ms
# Starting automated sampling: 5 configs x 1000 samples = 5000 total
# Config 1/5: frame_count=16, burst_period=2
1200,16,2,1995,133,-58,280
1200,16,2,2085,139,-58,413
1200,16,2,2055,137,-58,289
1200,16,2,2040,136,-58,312
1200,16,2,2070,138,-58,303
1200,16,2,2070,138,-58,307
1200,16,2,2040,136,-58,311
1200,16,2,2070,138,-58,302
1200,16,2,2055,137,-58,318
1200,16,2,2025,135,-58,311
1200,16,2,2055,137,-58,296
1200,16,2,2070,138,-58,308
1200,16,2,2055,137,-58,316
1200,16,2,2055,137,-59,304
1200,16,2,2055,137,-59,299
E (11400) wifi:No FTM Measurements received from responder!
W (11400) puara-module: FTM Report received with non-success status: 5
# Timeout after 5001 ms, retrying...
1200,16,2,1995,133,-59,328
1200,16,2,1920,128,-60,311
1200,16,2,1845,123,-59,312
1200,16,2,2055,137,-60,304
1200,16,2,1875,125,-58,302
1200,16,2,2070,138,-59,310
1200,16,2,2010,134,-60,305
1200,16,2,1995,133,-60,315
1200,16,2,2055,137,-60,810
1200,16,2,2190,146,-60,316
1200,16,2,1980,132,-58,309
1200,16,2,2085,139,-59,307
1200,16,2,1905,127,-58,295
1200,16,2,1920,128,-58,308
1200,16,2,2400,160,-61,319
1200,16,2,1995,133,-57,300
1200,16,2,2205,147,-59,302
1200,16,2,2145,143,-59,311
1200,16,2,2085,139,-59,305
1200,16,2,2025,135,-58,306
1200,16,2,2025,135,-58,306
1200,16,2,2085,139,-58,320
1200,16,2,2100,140,-58,305
1200,16,2,2055,137,-58,310
1200,16,2,2085,139,-58,301
1200,16,2,2085,139,-58,311
1200,16,2,2055,137,-58,297
1200,16,2,2115,141,-59,312
1200,16,2,2055,137,-59,307
1200,16,2,2070,138,-59,337
1200,16,2,2085,139,-59,287
1200,16,2,2025,135,-58,817
1200,16,2,2055,137,-58,294
1200,16,2,2040,136,-58,316
1200,16,2,2040,136,-58,310
1200,16,2,2055,137,-58,332
1200,16,2,2025,135,-58,272
1200,16,2,2070,138,-57,318
1200,16,2,2100,140,-58,295
E (29409) wifi:No FTM Measurements received from responder!
W (29410) puara-module: FTM Report received with non-success status: 5
# Timeout after 5001 ms, retrying...
1200,16,2,2025,135,-57,362
1200,16,2,2115,141,-58,272
1200,16,2,2025,135,-59,342
1200,16,2,1890,126,-57,298
1200,16,2,1680,112,-57,805
1200,16,2,1665,111,-57,825
1200,16,2,1875,125,-59,812
1200,16,2,1875,125,-58,299
1200,16,2,1935,129,-59,315
1200,16,2,1755,117,-57,815
1200,16,2,1740,116,-57,316
1200,16,2,1740,116,-57,313
1200,16,2,1740,116,-58,799
1200,16,2,1725,115,-57,308
1200,16,2,1740,116,-58,312
1200,16,2,1725,115,-57,315
1200,16,2,1770,118,-58,303
1200,16,2,1725,115,-58,821
1200,16,2,1785,119,-58,307
1200,16,2,1680,112,-57,293
1200,16,2,1665,111,-57,320
1200,16,2,1695,113,-57,296
1200,16,2,1755,117,-58,319
1200,16,2,1755,117,-58,820
1200,16,2,1755,117,-58,407
1200,16,2,1710,114,-58,299
1200,16,2,1770,118,-58,317
1200,16,2,1785,119,-57,812
1200,16,2,1770,118,-58,314
1200,16,2,1755,117,-58,811
1200,16,2,1755,117,-58,308
1200,16,2,1740,116,-57,310
1200,16,2,1725,115,-57,304
1200,16,2,1725,115,-57,316
1200,16,2,1710,114,-57,307
1200,16,2,1695,113,-57,307
1200,16,2,1710,114,-58,308
1200,16,2,1740,116,-57,807
1200,16,2,1710,114,-58,307
1200,16,2,1770,118,-58,341
1200,16,2,1830,122,-58,292
1200,16,2,1905,127,-58,289
1200,16,2,1860,124,-59,314
1200,16,2,1815,121,-58,301
1200,16,2,1815,121,-58,305
1200,16,2,1785,119,-58,310
1200,16,2,1815,121,-58,321
1200,16,2,1770,118,-58,805
1200,16,2,1725,115,-57,304
1200,16,2,1695,113,-57,321
1200,16,2,1770,118,-58,818
1200,16,2,1800,120,-58,308
1200,16,2,1770,118,-57,820
1200,16,2,1815,121,-58,819
1200,16,2,1860,124,-58,306
1200,16,2,1860,124,-58,299
1200,16,2,1830,122,-58,325
1200,16,2,1770,118,-58,299
1200,16,2,1740,116,-57,809
1200,16,2,1725,115,-57,307
1200,16,2,1740,116,-57,319
1200,16,2,1725,115,-57,305
1200,16,2,1695,113,-57,294
1200,16,2,1725,115,-57,309
1200,16,2,1710,114,-57,320
1200,16,2,1635,109,-57,819
1200,16,2,1725,115,-57,363
1200,16,2,1725,115,-57,252
1200,16,2,1725,115,-57,828
1200,16,2,1740,116,-57,802
1200,16,2,1725,115,-57,318
1200,16,2,1710,114,-57,319
1200,16,2,1695,113,-57,288
1200,16,2,1695,113,-57,300
1200,16,2,1695,113,-58,311
1200,16,2,1665,111,-57,308
1200,16,2,1710,114,-57,317
1200,16,2,1725,115,-58,329
1200,16,2,1800,120,-58,794
1200,16,2,1770,118,-58,301
1200,16,2,1770,118,-57,304
1200,16,2,1755,117,-57,304
1200,16,2,1770,118,-58,320
1200,16,2,1770,118,-57,302
1200,16,2,1755,117,-57,306
1200,16,2,1755,117,-57,303
1200,16,2,1755,117,-57,307
1200,16,2,1755,117,-57,313
1200,16,2,1755,117,-57,302
1200,16,2,1725,115,-57,304
1200,16,2,1725,115,-57,319
1200,16,2,1740,116,-57,809
1200,16,2,1755,117,-57,306
1200,16,2,1725,115,-57,309
1200,16,2,1785,119,-57,306
1200,16,2,1740,116,-57,320
1200,16,2,1710,114,-56,306
1200,16,2,1695,113,-57,329
1200,16,2,1710,114,-57,283
1200,16,2,1725,115,-57,309
1200,16,2,1770,118,-57,306
1200,16,2,1785,119,-58,299
1200,16,2,1800,120,-58,308
1200,16,2,1770,118,-58,317
1200,16,2,1770,118,-58,307
1200,16,2,1815,121,-58,325
1200,16,2,1800,120,-58,291
1200,16,2,1770,118,-58,306
1200,16,2,1725,115,-57,306
1200,16,2,1725,115,-57,829
1200,16,2,1740,116,-57,290
1200,16,2,1755,117,-57,308
1200,16,2,1755,117,-55,303
1200,16,2,1755,117,-57,319
1200,16,2,1725,115,-56,807
1200,16,2,1755,117,-57,319
1200,16,2,1785,119,-58,922
1200,16,2,1755,117,-58,296
1200,16,2,1710,114,-57,318
1200,16,2,1785,119,-57,838
1200,16,2,1785,119,-57,287
1200,16,2,1800,120,-57,299
1200,16,2,1800,120,-57,318
1200,16,2,1770,118,-57,306
1200,16,2,1800,120,-57,296
1200,16,2,1785,119,-57,319
1200,16,2,1800,120,-57,306
1200,16,2,1800,120,-57,816
1200,16,2,1800,120,-58,305
1200,16,2,1785,119,-57,303
1200,16,2,1800,120,-56,310
1200,16,2,1785,119,-57,315
1200,16,2,1845,123,-58,311
1200,16,2,2220,148,-61,300
1200,16,2,1785,119,-56,312
1200,16,2,1755,117,-58,305
1200,16,2,1980,132,-59,308
1200,16,2,1920,128,-60,502
1200,16,2,1965,131,-59,305
1200,16,2,2175,145,-60,306
1200,16,2,1905,127,-59,309
1200,16,2,1830,122,-59,306
1200,16,2,1935,129,-59,309
1200,16,2,1830,122,-59,308
1200,16,2,1755,117,-58,317
1200,16,2,1740,116,-58,309
1200,16,2,1770,118,-58,307
1200,16,2,1815,121,-58,305
1200,16,2,1785,119,-58,319
1200,16,2,1800,120,-58,297
1200,16,2,1785,119,-58,310
1200,16,2,1785,119,-58,313
1200,16,2,1815,121,-58,829
1200,16,2,1725,115,-57,788
1200,16,2,2160,144,-60,314
1200,16,2,1995,133,-59,302
1200,16,2,2175,145,-60,317
1200,16,2,1860,124,-59,308
1200,16,2,1935,129,-59,323
1200,16,2,1830,122,-58,807
1200,16,2,2070,138,-59,318
1200,16,2,1890,126,-59,290
1200,16,2,1920,128,-58,300
1200,16,2,2085,139,-59,305
1200,16,2,2130,142,-59,321
1200,16,2,2130,142,-60,296
1200,16,2,2025,135,-58,317
1200,16,2,2130,142,-59,293
1200,16,2,2250,150,-59,309
1200,16,2,2190,146,-59,315
1200,16,2,2220,148,-59,302
1200,16,2,2340,156,-59,319
1200,16,2,2250,150,-59,292
1200,16,2,2145,143,-59,318
1200,16,2,2205,147,-59,309
1200,16,2,2175,145,-59,297
1200,16,2,2190,146,-59,306
1200,16,2,2100,140,-59,319
1200,16,2,2190,146,-58,352
1200,16,2,2145,143,-59,249
1200,16,2,2220,148,-59,307
1200,16,2,2130,142,-59,308
1200,16,2,2130,142,-59,319
1200,16,2,2130,142,-59,337
1200,16,2,2220,148,-59,268
1200,16,2,2220,148,-59,317
1200,16,2,2190,146,-59,310
1200,16,2,2160,144,-59,298
1200,16,2,2205,147,-59,304
1200,16,2,2175,145,-59,304
1200,16,2,2175,145,-59,320
1200,16,2,2175,145,-59,310
1200,16,2,2175,145,-59,299
1200,16,2,2190,146,-59,306
1200,16,2,2040,136,-59,304
1200,16,2,2190,146,-59,317
1200,16,2,2205,147,-59,322
1200,16,2,2235,149,-59,285
1200,16,2,2220,148,-59,306
1200,16,2,2190,146,-59,313
1200,16,2,2100,140,-59,311
1200,16,2,2175,145,-59,298
1200,16,2,2145,143,-58,316
E (111539) wifi:No FTM Measurements received from responder!
W (111539) puara-module: FTM Report received with non-success status: 5
# Timeout after 5001 ms, retrying...
1200,16,2,2295,153,-59,314
1200,16,2,2190,146,-59,316
1200,16,2,2055,137,-59,325
1200,16,2,2040,136,-60,293
1200,16,2,2160,144,-60,296
1200,16,2,2295,153,-60,304
1200,16,2,2025,135,-60,305
1200,16,2,2145,143,-58,310
1200,16,2,2145,143,-58,311
1200,16,2,1950,130,-59,314
1200,16,2,2145,143,-60,308
1200,16,2,2145,143,-58,317
1200,16,2,2145,143,-60,291
1200,16,2,1935,129,-60,313
1200,16,2,1890,126,-56,324
1200,16,2,2070,138,-58,295
1200,16,2,1965,131,-59,317
1200,16,2,1830,122,-58,283
1200,16,2,1860,124,-58,318
1200,16,2,1995,133,-59,308
1200,16,2,2040,136,-58,296
1200,16,2,2040,136,-58,304
E (123323) wifi:No FTM Measurements received from responder!
W (123324) puara-module: FTM Report received with non-success status: 5
# Timeout after 5001 ms, retrying...
1200,16,2,2220,148,-59,338
1200,16,2,2235,149,-59,821
1200,16,2,2250,150,-59,304
1200,16,2,2220,148,-59,309
1200,16,2,2235,149,-59,820
1200,16,2,2250,150,-58,304
1200,16,2,2250,150,-58,315
1200,16,2,2220,148,-59,814
1200,16,2,2220,148,-58,316
1200,16,2,2235,149,-59,806
1200,16,2,2220,148,-59,309
1200,16,2,2205,147,-59,816
1200,16,2,2205,147,-58,307
1200,16,2,2220,148,-59,305
1200,16,2,2205,147,-59,319
1200,16,2,2190,146,-59,303
1200,16,2,2100,140,-58,420
1200,16,2,2160,144,-59,822
1200,16,2,2205,147,-59,800
1200,16,2,2190,146,-58,306
1200,16,2,2235,149,-59,308
1200,16,2,2235,149,-59,315
1200,16,2,2190,146,-59,300
1200,16,2,2220,148,-59,306
1200,16,2,2220,148,-59,306
1200,16,2,2235,149,-59,308
1200,16,2,2070,138,-56,307
1200,16,2,2220,148,-59,306
1200,16,2,2265,151,-59,309
1200,16,2,2220,148,-59,305
