physical_distance_cm,frame_count,burst_period,estimated_distance_cm,rtt_ns,rssi_dbm,elapsed_ms
# Starting automated sampling: 5 configs x 1000 samples = 5000 total
# Config 1/5: frame_count=16, burst_period=2
3600,16,2,4200,280,-65,302
3600,16,2,4245,283,-65,307
3600,16,2,4290,286,-64,306
3600,16,2,4245,283,-65,327
3600,16,2,4230,282,-65,287
3600,16,2,4215,281,-64,301
3600,16,2,4320,288,-64,304
3600,16,2,4335,289,-64,327
3600,16,2,4305,287,-65,799
3600,16,2,4275,285,-65,311
3600,16,2,4305,287,-65,314
3600,16,2,4245,283,-65,309
3600,16,2,4290,286,-64,822
3600,16,2,4335,289,-65,301
3600,16,2,4290,286,-65,295
3600,16,2,4290,286,-65,322
3600,16,2,4275,285,-65,819
3600,16,2,4305,287,-64,324
3600,16,2,4305,287,-65,292
3600,16,2,4305,287,-65,292
3600,16,2,4305,287,-65,348
3600,16,2,4320,288,-64,795
3600,16,2,4320,288,-65,303
3600,16,2,4290,286,-65,308
3600,16,2,4305,287,-65,293
3600,16,2,4305,287,-65,324
3600,16,2,4320,288,-65,304
3600,16,2,4350,290,-65,312
3600,16,2,4305,287,-64,302
3600,16,2,4320,288,-65,304
3600,16,2,4290,286,-65,311
3600,16,2,4425,295,-65,300
3600,16,2,4290,286,-65,301
3600,16,2,4275,285,-65,321
3600,16,2,4290,286,-65,299
3600,16,2,4275,285,-65,315
3600,16,2,4275,285,-66,303
3600,16,2,4305,287,-65,315
3600,16,2,4230,282,-65,306
3600,16,2,4305,287,-64,298
3600,16,2,4275,285,-65,311
3600,16,2,4260,284,-64,312
3600,16,2,4305,287,-64,308
3600,16,2,4305,287,-65,306
3600,16,2,4290,286,-65,315
3600,16,2,4320,288,-66,844
3600,16,2,4275,285,-65,274
3600,16,2,4290,286,-65,307
3600,16,2,4275,285,-65,318
3600,16,2,4230,282,-65,803
3600,16,2,4260,284,-65,312
3600,16,2,4230,282,-65,312
3600,16,2,4230,282,-65,298
3600,16,2,4245,283,-65,312
3600,16,2,4275,285,-65,307
3600,16,2,4245,283,-64,311
3600,16,2,4290,286,-64,310
3600,16,2,4275,285,-65,296
3600,16,2,4260,284,-65,306
3600,16,2,4275,285,-65,308
3600,16,2,4275,285,-65,315
3600,16,2,4260,284,-65,314
3600,16,2,4275,285,-67,299
3600,16,2,4245,283,-65,306
3600,16,2,4275,285,-64,309
3600,16,2,4275,285,-65,303
3600,16,2,4260,284,-64,302
3600,16,2,4290,286,-64,307
3600,16,2,4290,286,-65,309
3600,16,2,4305,287,-64,309
3600,16,2,4305,287,-65,311
3600,16,2,4245,283,-65,301
3600,16,2,4275,285,-65,300
3600,16,2,4260,284,-68,319
3600,16,2,4275,285,-64,330
3600,16,2,4275,285,-65,279
3600,16,2,4260,284,-65,312
3600,16,2,4290,286,-65,322
3600,16,2,4350,290,-64,804
3600,16,2,4290,286,-65,302
3600,16,2,4245,283,-65,309
3600,16,2,4275,285,-65,312
3600,16,2,4290,286,-65,307
3600,16,2,4230,282,-65,822
3600,16,2,4290,286,-65,297
3600,16,2,4275,285,-65,315
3600,16,2,4230,282,-65,309
3600,16,2,4275,285,-66,294
3600,16,2,4305,287,-63,311
3600,16,2,4290,286,-65,309
3600,16,2,4275,285,-65,298
3600,16,2,4275,285,-65,329
3600,16,2,4245,283,-65,318
3600,16,2,4260,284,-65,289
3600,16,2,4290,286,-65,330
3600,16,2,4245,283,-65,280
3600,16,2,4275,285,-67,305
3600,16,2,4275,285,-65,303
3600,16,2,4305,287,-65,308
3600,16,2,4245,283,-66,318
3600,16,2,4200,280,-65,310
3600,16,2,4245,283,-65,305
3600,16,2,4260,284,-65,811
3600,16,2,4275,285,-64,307
3600,16,2,4245,283,-65,315
3600,16,2,4230,282,-65,303
3600,16,2,4260,284,-65,310
3600,16,2,4245,283,-65,305
3600,16,2,4290,286,-65,311
3600,16,2,4275,285,-65,304
3600,16,2,4245,283,-65,305
3600,16,2,4260,284,-65,305
3600,16,2,4290,286,-65,309
3600,16,2,4230,282,-65,312
3600,16,2,4275,285,-65,307
3600,16,2,4275,285,-65,303
3600,16,2,4260,284,-64,305
3600,16,2,4260,284,-64,315
3600,16,2,4275,285,-65,340
3600,16,2,4260,284,-65,266
3600,16,2,4245,283,-65,315
3600,16,2,4230,282,-65,314
3600,16,2,4260,284,-66,293
3600,16,2,4260,284,-65,327
3600,16,2,4395,293,-65,302
3600,16,2,4290,286,-65,294
3600,16,2,4290,286,-65,300
3600,16,2,4275,285,-65,321
3600,16,2,4305,287,-65,294
3600,16,2,4275,285,-65,324
3600,16,2,4275,285,-65,297
3600,16,2,4335,289,-65,313
3600,16,2,4290,286,-65,300
3600,16,2,4215,281,-64,351
3600,16,2,4260,284,-65,265
3600,16,2,4275,285,-65,308
3600,16,2,4245,283,-65,315
3600,16,2,4305,287,-65,297
3600,16,2,4275,285,-65,304
3600,16,2,4290,286,-65,310
3600,16,2,4305,287,-66,304
3600,16,2,4290,286,-65,319
3600,16,2,4320,288,-65,309
3600,16,2,4335,289,-64,306
3600,16,2,4245,283,-65,306
3600,16,2,4320,288,-65,304
3600,16,2,4305,287,-65,305
3600,16,2,4305,287,-65,309
3600,16,2,4320,288,-65,311
3600,16,2,4305,287,-65,306
3600,16,2,4260,284,-64,308
3600,16,2,4290,286,-65,812
3600,16,2,4290,286,-65,307
3600,16,2,4350,290,-65,302
3600,16,2,4275,285,-64,313
3600,16,2,4290,286,-65,317
3600,16,2,4125,275,-63,811
3600,16,2,4305,287,-65,313
3600,16,2,4275,285,-65,308
3600,16,2,4335,289,-65,299
3600,16,2,4275,285,-65,312
3600,16,2,4290,286,-66,305
3600,16,2,4275,285,-65,307
3600,16,2,4275,285,-65,305
3600,16,2,4290,286,-65,318
3600,16,2,4275,285,-65,815
3600,16,2,4320,288,-65,310
3600,16,2,4305,287,-65,306
3600,16,2,4275,285,-65,818
3600,16,2,4290,286,-65,309
3600,16,2,4290,286,-65,294
3600,16,2,4305,287,-65,318
3600,16,2,4215,281,-65,314
3600,16,2,4290,286,-65,801
3600,16,2,4275,285,-65,319
3600,16,2,4215,281,-65,314
3600,16,2,4290,286,-65,300
3600,16,2,4275,285,-65,303
3600,16,2,4815,321,-65,305
3600,16,2,4260,284,-65,314
3600,16,2,4275,285,-65,304
3600,16,2,4275,285,-65,313
3600,16,2,4290,286,-65,320
3600,16,2,4290,286,-65,287
3600,16,2,4245,283,-65,312
3600,16,2,4275,285,-65,313
3600,16,2,4290,286,-64,808
3600,16,2,4275,285,-64,310
3600,16,2,4290,286,-65,310
3600,16,2,4320,288,-64,306
3600,16,2,4305,287,-65,305
3600,16,2,4290,286,-65,314
3600,16,2,4290,286,-65,312
3600,16,2,4305,287,-65,286
3600,16,2,4305,287,-65,314
3600,16,2,4335,289,-65,313
3600,16,2,4275,285,-66,819
3600,16,2,4260,284,-65,307
3600,16,2,4260,284,-65,308
3600,16,2,4275,285,-65,301
3600,16,2,4350,290,-65,306
3600,16,2,4290,286,-65,302
3600,16,2,4290,286,-66,315
3600,16,2,4260,284,-66,307
3600,16,2,4275,285,-65,298
3600,16,2,4260,284,-65,310
3600,16,2,4275,285,-65,313
3600,16,2,4305,287,-65,306
3600,16,2,4275,285,-65,301
3600,16,2,4290,286,-64,308
3600,16,2,4260,284,-65,320
3600,16,2,4275,285,-65,310
3600,16,2,4290,286,-65,303
3600,16,2,4275,285,-65,308
3600,16,2,4305,287,-65,292
3600,16,2,4260,284,-63,318
3600,16,2,4275,285,-65,308
3600,16,2,4275,285,-65,313
3600,16,2,4245,283,-65,323
3600,16,2,4260,284,-65,289
3600,16,2,4260,284,-64,302
3600,16,2,4275,285,-65,313
3600,16,2,4245,283,-65,294
3600,16,2,4260,284,-65,316
3600,16,2,4275,285,-65,342
3600,16,2,4275,285,-65,277
3600,16,2,4260,284,-65,302
3600,16,2,4305,287,-65,304
3600,16,2,4275,285,-65,307
3600,16,2,4605,307,-65,310
3600,16,2,4290,286,-65,310
3600,16,2,4230,282,-65,310
3600,16,2,4245,283,-65,306
3600,16,2,4260,284,-65,296
3600,16,2,4245,283,-64,307
3600,16,2,4245,283,-65,307
3600,16,2,4260,284,-65,322
3600,16,2,4275,285,-65,324
3600,16,2,4245,283,-65,277
3600,16,2,4275,285,-65,306
3600,16,2,4245,283,-64,319
3600,16,2,4275,285,-64,338
3600,16,2,4275,285,-65,783
3600,16,2,4245,283,-65,301
3600,16,2,4275,285,-64,311
3600,16,2,4290,286,-64,309
3600,16,2,4275,285,-65,313
3600,16,2,4260,284,-65,815
3600,16,2,4260,284,-67,301
3600,16,2,4275,285,-65,311
3600,16,2,4275,285,-65,306
3600,16,2,4275,285,-65,311
3600,16,2,4290,286,-68,302
3600,16,2,4290,286,-65,317
3600,16,2,4245,283,-67,322
3600,16,2,4260,284,-65,305
3600,16,2,4260,284,-65,282
3600,16,2,4245,283,-65,322
3600,16,2,4290,286,-65,308
3600,16,2,4245,283,-66,299
3600,16,2,4275,285,-65,305
3600,16,2,4260,284,-65,314
3600,16,2,4275,285,-64,296
3600,16,2,4215,281,-65,319
3600,16,2,4275,285,-66,805
3600,16,2,4245,283,-65,323
3600,16,2,4275,285,-65,303
3600,16,2,4290,286,-64,309
3600,16,2,4275,285,-65,296
3600,16,2,4260,284,-65,319
3600,16,2,4245,283,-65,308
3600,16,2,4215,281,-65,813
3600,16,2,4215,281,-66,313
3600,16,2,4290,286,-65,311
3600,16,2,4290,286,-65,303
3600,16,2,4275,285,-65,308
3600,16,2,4275,285,-65,294
3600,16,2,4320,288,-65,316
3600,16,2,4275,285,-65,313
3600,16,2,4320,288,-64,297
3600,16,2,4245,283,-65,303
3600,16,2,4305,287,-65,312
3600,16,2,4275,285,-64,309
3600,16,2,4260,284,-65,312
3600,16,2,4380,292,-69,296
3600,16,2,4365,291,-63,320
3600,16,2,4275,285,-65,326
3600,16,2,4290,286,-64,290
3600,16,2,4335,289,-65,309
3600,16,2,4275,285,-65,292
3600,16,2,4215,281,-65,318
3600,16,2,4245,283,-64,300
3600,16,2,4200,280,-65,308
3600,16,2,4200,280,-64,325
3600,16,2,4200,280,-64,306
3600,16,2,4215,281,-65,305
3600,16,2,4215,281,-64,315
3600,16,2,4215,281,-64,285
3600,16,2,4200,280,-64,310
3600,16,2,4200,280,-65,308
3600,16,2,4500,300,-64,310
3600,16,2,4230,282,-64,302
3600,16,2,4260,284,-63,347
3600,16,2,4215,281,-65,777
3600,16,2,4260,284,-65,315
3600,16,2,4260,284,-65,308
3600,16,2,4200,280,-65,307
3600,16,2,4215,281,-64,320
3600,16,2,4230,282,-64,296
3600,16,2,4245,283,-64,305
3600,16,2,4215,281,-64,307
3600,16,2,4290,286,-64,319
3600,16,2,4275,285,-65,297
3600,16,2,4185,279,-64,330
3600,16,2,4185,279,-65,279
3600,16,2,4230,282,-64,305
3600,16,2,4230,282,-64,306
3600,16,2,4230,282,-65,302
3600,16,2,4230,282,-65,320
3600,16,2,4200,280,-65,811
3600,16,2,4230,282,-65,315
3600,16,2,4185,279,-64,819
3600,16,2,4215,281,-65,311
3600,16,2,4230,282,-64,327
3600,16,2,4245,283,-65,278
