physical_distance_cm,frame_count,burst_period,estimated_distance_cm,rtt_ns,rssi_dbm,elapsed_ms
# Starting automated sampling: 5 configs x 1000 samples = 5000 total
# Config 1/5: frame_count=16, burst_period=2
1500,16,2,2070,138,-52,337
1500,16,2,2055,137,-52,315
1500,16,2,2040,136,-52,830
1500,16,2,2070,138,-51,296
1500,16,2,2055,137,-52,301
1500,16,2,2040,136,-51,338
1500,16,2,2055,137,-52,288
1500,16,2,2040,136,-52,816
1500,16,2,2040,136,-51,323
1500,16,2,2040,136,-52,281
1500,16,2,2040,136,-52,330
1500,16,2,2040,136,-52,306
1500,16,2,2040,136,-51,283
1500,16,2,2055,137,-52,318
1500,16,2,2055,137,-52,831
1500,16,2,2055,137,-51,286
1500,16,2,2055,137,-52,321
1500,16,2,2055,137,-51,310
1500,16,2,2040,136,-52,808
1500,16,2,2055,137,-52,313
1500,16,2,2055,137,-51,308
1500,16,2,2055,137,-52,291
1500,16,2,2055,137,-52,307
1500,16,2,2055,137,-52,311
1500,16,2,2055,137,-52,319
1500,16,2,2055,137,-51,311
1500,16,2,2070,138,-52,302
1500,16,2,2055,137,-52,295
1500,16,2,2070,138,-52,319
1500,16,2,2055,137,-52,806
1500,16,2,2070,138,-52,308
1500,16,2,2070,138,-52,309
1500,16,2,2070,138,-51,321
1500,16,2,2070,138,-52,301
1500,16,2,2055,137,-52,303
1500,16,2,2055,137,-51,316
1500,16,2,2070,138,-52,809
1500,16,2,2055,137,-52,312
1500,16,2,2070,138,-52,300
1500,16,2,2070,138,-51,308
1500,16,2,2055,137,-52,313
1500,16,2,2085,139,-50,307
1500,16,2,2070,138,-52,312
1500,16,2,2070,138,-52,819
1500,16,2,2070,138,-52,308
1500,16,2,2055,137,-52,807
1500,16,2,2055,137,-52,307
1500,16,2,2055,137,-52,306
1500,16,2,2055,137,-52,307
1500,16,2,2055,137,-52,322
1500,16,2,2055,137,-52,806
1500,16,2,2070,138,-52,311
1500,16,2,2070,138,-52,301
1500,16,2,2055,137,-52,323
1500,16,2,2055,137,-52,306
1500,16,2,2070,138,-52,310
1500,16,2,2055,137,-52,816
1500,16,2,2055,137,-52,315
1500,16,2,2055,137,-52,287
1500,16,2,2055,137,-52,306
1500,16,2,2055,137,-51,321
1500,16,2,2055,137,-52,297
1500,16,2,2055,137,-52,307
1500,16,2,2055,137,-52,305
1500,16,2,2070,138,-52,311
1500,16,2,2055,137,-52,315
1500,16,2,2040,136,-52,309
1500,16,2,2055,137,-52,805
1500,16,2,2055,137,-52,308
1500,16,2,2055,137,-52,316
1500,16,2,2055,137,-52,307
1500,16,2,2070,138,-52,313
1500,16,2,2055,137,-52,305
1500,16,2,2055,137,-51,305
1500,16,2,2055,137,-52,305
1500,16,2,2055,137,-52,311
1500,16,2,2055,137,-52,297
1500,16,2,2055,137,-52,343
1500,16,2,2040,136,-52,270
1500,16,2,2055,137,-51,307
1500,16,2,2070,138,-52,320
1500,16,2,2070,138,-52,308
1500,16,2,2070,138,-52,301
1500,16,2,2070,138,-52,307
1500,16,2,2070,138,-52,300
1500,16,2,2070,138,-52,320
1500,16,2,2070,138,-52,305
1500,16,2,2070,138,-51,320
1500,16,2,2070,138,-52,295
1500,16,2,2070,138,-51,305
1500,16,2,2070,138,-52,297
1500,16,2,2070,138,-52,314
1500,16,2,2055,137,-52,327
1500,16,2,2070,138,-51,798
1500,16,2,2055,137,-52,310
1500,16,2,2055,137,-52,305
1500,16,2,2055,137,-51,321
1500,16,2,2055,137,-52,820
1500,16,2,2055,137,-52,298
1500,16,2,2055,137,-52,309
1500,16,2,2055,137,-52,312
1500,16,2,2070,138,-52,806
1500,16,2,2070,138,-52,310
1500,16,2,2055,137,-52,304
1500,16,2,2055,137,-52,311
1500,16,2,2070,138,-51,304
1500,16,2,2055,137,-52,307
1500,16,2,2070,138,-52,309
1500,16,2,2055,137,-51,305
1500,16,2,2070,138,-52,306
1500,16,2,2070,138,-52,307
1500,16,2,2070,138,-52,319
1500,16,2,2070,138,-52,812
1500,16,2,2070,138,-52,304
1500,16,2,2070,138,-52,308
1500,16,2,2070,138,-52,306
1500,16,2,2055,137,-51,307
1500,16,2,2070,138,-52,305
1500,16,2,2040,136,-52,307
1500,16,2,2055,137,-52,308
1500,16,2,2055,137,-52,324
1500,16,2,2040,136,-51,834
1500,16,2,2070,138,-52,786
1500,16,2,2070,138,-52,309
1500,16,2,2055,137,-52,313
1500,16,2,2055,137,-52,299
1500,16,2,2055,137,-52,309
1500,16,2,2070,138,-52,308
1500,16,2,2070,138,-52,306
1500,16,2,2070,138,-51,310
1500,16,2,2055,137,-51,304
1500,16,2,2055,137,-52,322
1500,16,2,2055,137,-52,809
1500,16,2,2070,138,-52,304
1500,16,2,2040,136,-51,306
1500,16,2,2040,136,-52,312
1500,16,2,2040,136,-52,305
1500,16,2,2055,137,-51,304
1500,16,2,2070,138,-52,321
1500,16,2,2070,138,-52,312
1500,16,2,2070,138,-51,291
1500,16,2,2070,138,-52,331
1500,16,2,2070,138,-52,289
1500,16,2,2070,138,-52,300
1500,16,2,2070,138,-51,308
1500,16,2,2070,138,-52,312
1500,16,2,2070,138,-52,314
1500,16,2,2070,138,-52,305
1500,16,2,2055,137,-52,309
1500,16,2,2055,137,-52,298
1500,16,2,2070,138,-52,303
1500,16,2,2070,138,-52,319
1500,16,2,2070,138,-52,297
1500,16,2,2070,138,-52,320
1500,16,2,2055,137,-52,295
1500,16,2,2055,137,-52,305
1500,16,2,2055,137,-53,322
1500,16,2,2055,137,-52,818
1500,16,2,2055,137,-52,301
1500,16,2,2070,138,-52,311
1500,16,2,2055,137,-52,308
1500,16,2,2070,138,-52,300
1500,16,2,2055,137,-52,311
1500,16,2,2055,137,-52,302
1500,16,2,2055,137,-52,307
1500,16,2,2055,137,-52,320
1500,16,2,2070,138,-52,298
1500,16,2,2055,137,-52,307
1500,16,2,2070,138,-52,310
1500,16,2,2055,137,-52,303
1500,16,2,2055,137,-52,314
1500,16,2,2055,137,-52,299
1500,16,2,2070,138,-52,311
1500,16,2,2070,138,-52,311
1500,16,2,2070,138,-52,310
1500,16,2,2070,138,-52,301
1500,16,2,2055,137,-52,306
1500,16,2,2055,137,-52,305
1500,16,2,2025,135,-52,305
1500,16,2,2040,136,-52,309
1500,16,2,2070,138,-52,312
1500,16,2,2055,137,-52,304
1500,16,2,2055,137,-52,309
1500,16,2,2070,138,-52,302
1500,16,2,2070,138,-52,310
1500,16,2,2055,137,-52,304
1500,16,2,2055,137,-52,310
1500,16,2,2070,138,-52,306
1500,16,2,2070,138,-51,312
1500,16,2,2055,137,-52,303
1500,16,2,2040,136,-52,305
1500,16,2,2040,136,-52,308
1500,16,2,2055,137,-52,308
1500,16,2,2040,136,-52,311
1500,16,2,2055,137,-52,314
1500,16,2,2040,136,-52,295
1500,16,2,2055,137,-52,307
1500,16,2,2055,137,-52,308
1500,16,2,2055,137,-52,315
1500,16,2,2055,137,-52,302
1500,16,2,2055,137,-52,303
1500,16,2,2055,137,-52,309
1500,16,2,2055,137,-52,305
1500,16,2,2055,137,-51,311
1500,16,2,2055,137,-52,307
1500,16,2,2040,136,-52,311
1500,16,2,2040,136,-52,314
1500,16,2,2055,137,-52,307
1500,16,2,2055,137,-52,812
1500,16,2,2055,137,-52,315
1500,16,2,2055,137,-52,309
1500,16,2,2055,137,-52,301
1500,16,2,2055,137,-52,301
1500,16,2,2055,137,-52,305
1500,16,2,2055,137,-52,306
1500,16,2,2055,137,-52,309
1500,16,2,2055,137,-52,306
1500,16,2,2055,137,-52,310
1500,16,2,2055,137,-52,309
1500,16,2,2055,137,-52,314
1500,16,2,2055,137,-52,839
1500,16,2,2070,138,-52,803
1500,16,2,2055,137,-52,333
1500,16,2,2055,137,-52,802
1500,16,2,2010,134,-52,799
1500,16,2,2055,137,-52,316
1500,16,2,2055,137,-52,334
1500,16,2,2055,137,-52,275
1500,16,2,2055,137,-51,299
1500,16,2,2070,138,-52,307
1500,16,2,2055,137,-52,319
1500,16,2,2070,138,-52,310
1500,16,2,2055,137,-52,307
1500,16,2,2055,137,-52,813
1500,16,2,2055,137,-52,312
1500,16,2,2070,138,-52,327
1500,16,2,2055,137,-52,804
1500,16,2,2070,138,-51,325
1500,16,2,2055,137,-52,287
1500,16,2,2055,137,-52,293
1500,16,2,2070,138,-52,311
1500,16,2,2025,135,-50,310
1500,16,2,2040,136,-52,302
1500,16,2,2055,137,-52,324
1500,16,2,2055,137,-52,317
1500,16,2,2055,137,-52,289
1500,16,2,2070,138,-52,310
1500,16,2,2055,137,-52,299
1500,16,2,2055,137,-52,302
1500,16,2,2055,137,-51,308
1500,16,2,2055,137,-52,313
1500,16,2,2055,137,-52,307
1500,16,2,2055,137,-52,309
1500,16,2,2055,137,-52,299
1500,16,2,2055,137,-52,310
1500,16,2,2055,137,-52,307
1500,16,2,2055,137,-52,312
1500,16,2,2040,136,-52,300
1500,16,2,2055,137,-52,316
1500,16,2,2055,137,-52,303
1500,16,2,2055,137,-52,305
1500,16,2,2055,137,-52,310
1500,16,2,2055,137,-52,308
1500,16,2,2070,138,-52,309
1500,16,2,2055,137,-52,303
1500,16,2,2055,137,-52,318
1500,16,2,2055,137,-52,818
1500,16,2,2055,137,-52,308
1500,16,2,2055,137,-51,297
1500,16,2,2055,137,-52,305
1500,16,2,2055,137,-52,310
1500,16,2,2055,137,-52,308
1500,16,2,2055,137,-52,307
1500,16,2,2055,137,-52,315
1500,16,2,2055,137,-52,294
1500,16,2,2040,136,-52,309
1500,16,2,2055,137,-52,306
1500,16,2,2055,137,-52,310
1500,16,2,2055,137,-51,305
1500,16,2,2055,137,-52,312
1500,16,2,2055,137,-52,306
1500,16,2,2055,137,-52,308
1500,16,2,2040,136,-52,308
1500,16,2,2055,137,-52,303
1500,16,2,2055,137,-51,307
1500,16,2,2055,137,-52,310
1500,16,2,2055,137,-52,316
1500,16,2,2055,137,-52,297
1500,16,2,2055,137,-52,305
1500,16,2,2055,137,-52,320
1500,16,2,2055,137,-52,295
1500,16,2,2055,137,-52,314
1500,16,2,2055,137,-52,302
1500,16,2,2070,138,-52,306
1500,16,2,2070,138,-52,310
1500,16,2,2040,136,-52,304
1500,16,2,2055,137,-52,307
1500,16,2,2055,137,-52,309
1500,16,2,2055,137,-52,317
1500,16,2,2070,138,-52,809
1500,16,2,2070,138,-52,307
1500,16,2,2055,137,-52,307
1500,16,2,2070,138,-52,306
1500,16,2,2055,137,-52,313
1500,16,2,2055,137,-51,303
1500,16,2,2055,137,-52,321
1500,16,2,2055,137,-52,301
1500,16,2,2055,137,-52,301
1500,16,2,2070,138,-52,339
1500,16,2,2055,137,-52,787
1500,16,2,2055,137,-52,306
1500,16,2,2055,137,-52,305
1500,16,2,2055,137,-52,320
1500,16,2,2055,137,-52,320
1500,16,2,2070,138,-52,287
1500,16,2,2040,136,-52,339
1500,16,2,2070,138,-52,276
1500,16,2,2070,138,-52,315
1500,16,2,2055,137,-52,304
1500,16,2,2055,137,-52,296
1500,16,2,2055,137,-54,321
1500,16,2,2055,137,-52,297
1500,16,2,2055,137,-52,305
1500,16,2,2070,138,-52,321
1500,16,2,2070,138,-52,825
